COMMENT_ID,TARGET,CONTENT,TENSION_CATEGORY,LLM_SUMMARY,LABEL,UMAP_1,UMAP_2,SUBCATEGORY
1238,Wildfire prevention prioritization & accountability,Why are electrical lines above ground?,Public v Private,"Underground power lines would be safer, but who pays for it - the utility company or taxpayers?",Public Infrastructure Safety,1.365782738,11.605175972,Underground Power Lines Required
1039,Infrastructure & utilities restoration,"All of LADWP’s/SCE’s power lines should be buried. Access in and out of mountain communities needs to be improved, driving should not be the only option (the problem with driving being the only option for evacuation can be seen by all the abandoned cars on sunset). The state/federal govt funded a Santa Monica mountains bus service back in the 70s that snaked around mountains for a summer season, bringing that back will help alleviate congestion and can provide more evacuation alternatives.",Public v Private,"Power lines should be buried underground, and we need government-funded public transit in mountain areas to reduce evacuation congestion, not just private vehicles.",public infrastructure responsibility,4.013399601,13.421937943,Underground Power Lines Required
871,Housing & rebuilding,Government should step in above greedy developers to help survivors. There is no better time than now to start community land trusts while also building community public housing that serves everyone.,Public v Private,"Government should manage land and housing instead of profit-driven developers, creating public trusts that serve the whole community.",Public Over Private,4.264526844,5.350619793,Utilities Need Public Accountability
736,Financial & legal assistance,Insurance companies must be held accountable for claims. They are in the insurance business. That is a risk reward business. Extreme profit at the expense of people is unacceptable.,Public v Private,Insurance companies profit from risk but must be held accountable for claims instead of prioritizing profits over people's needs.,private profit versus public,0.4702114761,-2.649986029,Insurance Companies Failing Policyholders
949,Financial & legal assistance,"The entire insurance system in California should be completely reimagined. There must be a system that is accessible, cannot be canceled or reduced based on statewide costs and mandates and is sustainable over time.",Public v Private,"Insurance in California needs reform - it must be accessible, protected from cancellation, and sustainable regardless of who manages it.",Public Insurance Mandate,-2.482709169,-1.195912957,Insurance Companies Failing Policyholders
922,Prioritize recovery themes,"the insurance commissioner needs to step up their game and work with the legislature to change some rules.  If an insurance company offers homeowners insurance in another state but cancels it here in california, all of their other lines of insurance (renters, auto, life, motorcycle) should not be allowed in the state either. insurance commissioner needs to be certain that premiums are fair, insurance language is exceedingly clear leaving no wiggle room, and that collecting on insurance sure be an automatic and smooth process for the consumer.",Public v Private,Insurance companies canceling California coverage should lose rights to sell any insurance in-state. Commissioner must ensure fair rates and clear terms.,public regulation needed,-2.472642899,-1.173786998,Insurance Companies Failing Policyholders
973,Infrastructure & utilities restoration,Bury the lines.,Public v Private,Bury the power lines.,Underground Infrastructure Costs,2.809234142,13.435809135,Underground Power Lines Required
894,Infrastructure & utilities restoration,"1. create a public utilities system, delivering traditional and alternative forms.
2. High speed wifi should be a public utility - not a Verizon over here, AT&T over there, Spectrum in this area... all with different cables and methods of delivery and cost.  enough already.
3. move powerlines underground; zero overhead power lines. make it a law
4.invest in robust water collection and reserve methods",Public v Private,"Public utilities should be unified systems - no more fragmented private providers. Underground power lines should be mandatory, not optional.",public infrastructure control,4.917963028,7.469647408,Utilities Need Public Accountability
1197,Infrastructure & utilities restoration,"The coper in the powerlines are constantly getting robbed and now thieves have turned to robbing the water hydrants. This is so infuriating and makes the county look deteriorated. Either you start building infrastructure and make it impossible for thieves to rob copper or implement very harsh punishments for those stealing and purchasing stolen copper, wires, or anything pertaining to city infrastructure. 
Also stop taxing us each and every time we need a new road, water dam, etc. Voters have passed plenty of bond measurements for these projects. Start managing the money better!",Public v Private,Thieves steal copper from power lines and hydrants. We've passed bonds for infrastructure - manage that money better instead of adding more taxes.,Public Infrastructure Security,7.626799583,7.965287685,Utilities Need Public Accountability
968,Infrastructure & utilities restoration,I agree that money should not be spent on the monopolization of internet providers like Spectrum or AT&T. Money should go towards local and government infrastructure where able.,Public v Private,Local government should control infrastructure funding instead of private monopolies like Spectrum and AT&T.,public over private,5.715442657,7.416426182,Utilities Need Public Accountability
1179,Prioritize recovery themes,"We have a policy problem in California related to insurance.  it's not a market problem.  hurricanes wipe out MILLIONS of homes.  we are now worried about not having anymore home insurance because of 14,000 homes lost.  the Governor, Legislature and Insurance Commissioner need to fix this problem once and for all.  the California govt is to blame for our lack of insurance.  I want to be able to insure my home when i rebuild and i honestly don't think i'll be able to.",Public v Private,Insurance companies are abandoning California over minimal fire losses. The state government needs to fix this policy problem so homeowners can rebuild.,government regulation needed,-1.992655635,-0.03462825343,Insurance Companies Failing Policyholders
734,Climate & community resilience,"To mitigate the risk of fire, all utilities that can cause ignition must be hardened. The utility companies must be responsible for this without expectations of reimbursement. The utility companies should have these safeguards built in if they want to do business. All new buildings must have fire resistant design, assuring that materials used are not toxic when exposed to fire. Areas prone to wildfire should not be rebuilt without technologies that reduce the danger.",Public v Private,Utility companies must harden infrastructure against fire risks at their own cost - it should be a basic requirement of doing business.,private utility responsibility,2.44593358,7.68125248,Utilities Need Public Accountability
1222,Prioritize recovery themes,The California Fair Plan is failing its policyholders in a big way.,Public v Private,Insurance companies are failing policyholders through the California Fair Plan.,Public Insurance Support,-1.810194731,-1.405113697,Insurance Companies Failing Policyholders
930,Prioritize recovery themes,"Insurance company made a lot of $$$$$ now they are leaving, asking for any nonsense or single bs details about any property even a shadow of a roof is a denial for them.
We need more effort from the insurance commissioner
Not just for Homeowners 
Bussines Owners, Worker's Compensation and all those insurance we normally paid e every single day/month.
We need a specific rule for these and everything about the insurance Bussines network..",Public v Private,Insurance companies profit then abandon us. We need stricter regulations from insurance commissioners to protect homeowners and businesses from unfair denials.,private insurance exploitation,-1.326516747,-2.115205526,Insurance Companies Failing Policyholders
971,Financial & legal assistance,"We need expertise and help to fire harden our whole community, not just encouraging a few people with the money to do it. Also we can't insure our way out of this. Insurance companies will leave if they don't make a profit and the state can't afford to take their place with the pace and severity of disasters. Education, fire audits, financial assistance. Community immunity.",Public v Private,"Insurance companies will abandon us if unprofitable, and the state can't afford to replace them. We need community-wide fire hardening, not just individual solutions.",public collective responsibility,-0.5758669972,1.686632991,Insurance Companies Failing Policyholders
1030,Financial & legal assistance,Standing aside doesn't seem to be working. These insurance companies don't want to pay out anything and someone has got to twist their arm.,Public v Private,Insurance companies avoid payouts - someone needs to force them to meet their obligations.,private insurance resistance,0.2989369035,-2.04161191,Insurance Companies Failing Policyholders
1044,Financial & legal assistance,"This could be a strategic community effort rather than each individual homeowner having to go at it alone, which also strains the insurance systems, which in turn raises costs down the road.",Public v Private,Insurance costs rise when homeowners act individually. A coordinated community approach would be more strategic and cost-effective.,Community Over Individual,1.941031694,-0.5742101669,Insurance Companies Failing Policyholders
1233,Climate & community resilience,"Power lines need to be underground.  Europe has them, why doesn't California? This, and controlled burns, using goats to clear brush around urban-wildlife interface areas needs to be a priority for the state, county and city, and all water systems should be audited before the fire season begins. Leadership should be held accountable for not maintaining fire hydrants and reservoirs. There should be more budget dollars allocated to these preventative measures vs incurring billions in losses and the horrific trauma of our people. We should NOT be taxed through more bond measures for losses that were preventable or at least not a disaster of epic proportions.",Public v Private,Underground power lines would prevent fires. We shouldn't need new taxes when proper maintenance and prevention could avoid billion-dollar disasters.,public infrastructure responsibility,2.282081366,11.481684685,Underground Power Lines Required
902,Infrastructure & utilities restoration,These items are proper local & state government functions and we've already tacitly agreed to fund them through reasonable taxation. Whatever is needed to fund these projects should come from unneeded political pet projects (Unneeded political pet projects is redundant).,Public v Private,Government should fund fire safety infrastructure through existing taxes by redirecting money from unnecessary political projects.,Public Government Control,7.138652802,7.535791397,Utilities Need Public Accountability
572,Prioritize recovery themes,"It is especially concerning for people who are of retirement age and/or elderly.

For a company to abandon a customer of so many years like you have been must almost feel like getting caught up in a Ponzi scheme.

We can all understand, the risk/reward profile is not favorable for them and why they want to divest themselves of California policies.

Special consideration should be made for those who have been loyal customers and are past the age where they can start over.",Public v Private,Insurance companies abandoning long-term elderly customers feels unfair. They deserve special consideration since starting over at their age is difficult.,private insurance abandonment,-2.852093458,-0.2675797045,Insurance Companies Failing Policyholders
380,Infrastructure & utilities restoration,expansion of broadband is essential but the data providers took all the ACP money and now thats over,Public v Private,"Private companies took broadband expansion money but didn't deliver, leaving essential infrastructure needs unmet now that funding is gone.",public versus private,6.000894547,7.159461498,Utilities Need Public Accountability
507,Infrastructure & utilities restoration,Bury power lines and prevent costs from being passed to consumer.,Public v Private,Bury power lines underground but don't make consumers pay for it through higher utility bills.,Public Over Private,-0.238813892,11.90328598,Underground Power Lines Required
1073,Debris removal & environmental recovery,"Debris removal is going pretty quickly between private contractors and the ACE's federal efforts.  Soil and Water quality plus open space and habitat restoration are efforts where community members and local universities will jump (or are already jumping!) at the chance to be involved, so as to save the county having to hire more staff to handle it all and instead our tax dollars can remain focused on upping the budget for outsourcing of the permitting process.",Public v Private,"Private contractors and federal teams handle debris well, while community volunteers help with restoration - saving tax dollars for other priorities.",Public Private Partnership,6.295163155,9.195651054,Utilities Need Public Accountability
422,Infrastructure & utilities restoration,You have the bury the power lines.,Public v Private,Power lines need to be buried underground.,Underground Infrastructure Public Priority,3.520884752,12.331408501,Underground Power Lines Required
314,Financial & legal assistance,state farm is trying to resist paying out and is claiming that in order to get 50% payout now we have to sign a form that in 36 months they are no longer liable to pay more. they also are requiring a list of all private property even if house is complete loss.,Public v Private,"Insurance company State Farm demands we sign away rights to future claims after 36 months for partial payout now, despite total home loss.",Insurance Company Resistance,0.05613386631,-0.571087122,Insurance Companies Failing Policyholders
1244,Housing & rebuilding,"I think it's really important to consider where to rebuild, and where not to rebuild. My grandmother's home burned down, and everyone in her community wants to rebuild in the same place. But does it really make sense when we know that the Palisades Highlands is in an extremely high fire risk area? To the extent that folks want to rebuild in high risk areas, should the entire state of California shoulder that risk through our tax dollars and insurance payments?",Public v Private,Insurance and tax dollars shouldn't subsidize rebuilding in high-risk fire zones - the whole state shouldn't bear costs for individual choices to live there.,Public Versus Private,0.4633262753,4.225767136,High Risk Areas Should Pay Own Costs
1092,Climate & community resilience,Underground power lines!,Public v Private,Underground power lines should be installed to prevent fires.,Public Infrastructure Support,3.08285284,12.621508598,Underground Power Lines Required
1076,Financial & legal assistance,"Push insurance companies to simply pay out 100% on total losses, as we are all under insured anyhow.  This has occurred in prior fires, and we are desperately needing to rebuild sooner than later, so knowing a budget is key, and key now.",Public v Private,Insurance companies should pay 100% on total losses since we're all underinsured. We need to rebuild quickly and need budget certainty.,insurance coverage affordability,0.4302467704,1.331333399,Insurance Companies Failing Policyholders
1234,Prioritize recovery themes,"I totally concur with this remark. Our home insurance has more than doubled each year for the last two years and there is no end in site to the increases.  This is not sustainable.  It is no surprise that so many homeowners who lost their homes either were woefully uninsured or had no insurance.  

Also, what is not calculated in the rebuild costs is how much construction costs will rise due to the limited number of legitimate and qualified construction companies available in a crisis like this. It is completely understandable why we so many people are leaving for other states.",Public v Private,"Insurance costs are skyrocketing yearly, becoming unsustainable. Many homeowners are underinsured or uninsured as a result.",Insurance Costs Unsust,-2.072430134,0.2538357973,Insurance Companies Failing Policyholders
1245,Financial & legal assistance,"My own grandmother lost her home in the Palisades Fire, so this is hard to say. But if people decide to rebuild in the exact spot their house burned down, the financial risk of repeat fire should should be borne by communities who rebuild in high risk areas. Skyrocketing insurance rates should not be distributed throughout the state to areas that have very low risk of wildfire.",Public v Private,"Insurance costs for rebuilding in high-risk fire zones should be paid by those communities, not spread across low-risk areas throughout the state.",private risk allocation,-0.1157144681,3.991612673,High Risk Areas Should Pay Own Costs
1241,Financial & legal assistance,"Insurance companies should pay all policy limits for inventory and property value. Future wildfire survivors are paying for those limits, the insurance companies shouldn’t make the process difficult to collect those limits.",Public v Private,"Insurance companies shouldn't make claims difficult - we pay premiums expecting full coverage when disasters strike, not bureaucratic hurdles.",Insurance Companies Pay Costs,-0.2295660973,1.251191974,Insurance Companies Failing Policyholders
1291,Emergency planning & community safety,"In our rural area, we've discovered the hard way that key equipment for landlines, cable/internet and cell service often shares a power pole. Which means literally every means of communication most people have access to goes down at the same time if the fire takes out that ONE pole. There ought to be a mandate for undergrounding ALL of those services and separating them where undergrounding is not possible. A grant program to equip rural residents with satellite phones for emergency use would also help, as would establishing local emergency radio frequencies we could tune into for updates. Also, cell phones should be able to connect to ANY available tower for ALL CALLS (not just 911) and alerts (nixle, watch duty, etc) during emergencies.",Public v Private,"Utilities sharing single power poles creates dangerous communication blackouts. Infrastructure should be separated and undergrounded, with emergency alternatives like satellite phones provided.",infrastructure reliability responsibility,4.418455124,6.778708458,Utilities Need Public Accountability
1277,Wildfire prevention prioritization & accountability,Require all electrical power lines to be undergrounded in the foothills and Altadena! SCE did a lousy job of protecting the residents along the foothills.,Public v Private,SCE failed to protect residents. All power lines in foothills and Altadena must be moved underground.,Public Utility Control,2.172751427,13.914858818,Underground Power Lines Required
1311,Wildfire prevention prioritization & accountability,"Edison should make underground system for Altadena.  It will be costly, but it is necessary.  We cannot make another town like second Altadena.",Public v Private,Edison needs to put power lines underground in Altadena. It's expensive but necessary for safety.,Underground Infrastructure Cost Allocation,0.7525355816,13.733139038,Underground Power Lines Required
1327,Climate & community resilience,Rebuild to new codes and fire safe is not affordable. Even if you do rebuild to fire safety Insurance lies and does not insure regardless of how safe,Public v Private,Insurance companies won't cover homes even when rebuilt to fire safety codes - it's too expensive and they still deny coverage.,Insurance Affordability Cost,1.174612999,0.9059099555,Insurance Companies Failing Policyholders
1343,Infrastructure & utilities restoration,Home owners should be able to use Natural gas. It's more reliable and affordable than all electric mandates. Not allowing apartments in single family areas.,Public v Private,Natural gas is more reliable and affordable than mandated electric utilities - homeowners should have this choice.,private utility preference,5.219202042,8.223608017,Utilities Need Public Accountability
1335,Wildfire prevention prioritization & accountability,All Utility companies need to be made FULLY accountable. PG$E was NOT made fully accountable only 70% accountable. Victims throughout CA need to be fully compensated-100%!,Public v Private,"Utility companies must be held 100% accountable, not just 70% like PG&E. Fire victims deserve full compensation.",Private Utility Accountability,1.897903204,6.656130791,Utilities Need Public Accountability
1322,Infrastructure & utilities restoration,Have all power lines put underground,Public v Private,Power lines should be placed underground.,Underground Power Line Advocate,3.90583539,12.25905323,Underground Power Lines Required
1295,Housing & rebuilding,"Better coordination is needed between insurance companies and state agencies, so that residents of threatened areas can receive $ for temporary housing BEFORE evacuation is mandatory and can continue to receive it until essential services are restored to their homes. Right now, most people only receive assistance as long as evacuation is mandatory and only until the order is lifted, regardless of whether power, water and other essential services have been restored.",Public v Private,"Insurance companies should provide temporary housing funds before mandatory evacuations and until services are restored, not just during official evacuation periods.",public private coordination,1.452162266,-0.6136577725,Insurance Companies Failing Policyholders
1289,Financial & legal assistance,"One massive issue we had here in Northern CA is that insurance coverage for temporary housing only kicks in when the evacuation order is mandatory. This means that people with fewer financial resources (including seniors) are forced to wait until the very last minute to leave--putting themselves in great danger and making the situation more difficult and dangerous for first responders, as well. And because lodging coverage stops as soon as evac orders are lifted, people here were forced to return to unsafe situations, with no running water, no power and no internet (at a time when kids were still doing remote learning due to COVID). The state needs to be aware of this issue and work with insurance providers to resolve it.",Public v Private,Insurance policies that only cover mandatory evacuations force low-income residents to risk their safety by waiting too long to leave and returning too early.,Private Insurance Affordability,-0.2051514536,0.4993982017,Insurance Companies Failing Policyholders
1329,Infrastructure & utilities restoration,All power should be underground AND not at the expense of the rate payer.,Public v Private,"Power lines should be underground, but ratepayers shouldn't bear the cost of this infrastructure upgrade.",Public Underground Infrastructure Cost,0.8421911001,11.489506721,Underground Power Lines Required
1453,Prioritize recovery themes,"I think companies should have a green house tax. The more the company produces green house gases, methane or hazardous waste the higher the tax. And cost should not be passed on to consumer..perhaps out of profits before bonuses and salary raises and stock options are allowed",Public v Private,"Companies should pay greenhouse taxes from profits, not pass costs to consumers, before executives get bonuses or raises.",Corporate Environmental Accountability,2.019724846,0.5333984494,Insurance Companies Failing Policyholders
1446,Financial & legal assistance,Homeowners and insurance companies should have to review the policy yearly and insurance language must be written at a 6 grade level in order for everyone to understand.  There are to many hidden meanings and definitions as well as all information should be explicit and complete.  Do not let insurance companies provide homeowners with a summary chart that leaves out specific restrictions.,Public v Private,Insurance policies need simpler language and yearly reviews. Companies shouldn't hide restrictions in complex terms that homeowners can't understand.,insurance transparency regulation,0.2033277601,-0.9873333573,Insurance Companies Failing Policyholders
1448,Wildfire prevention prioritization & accountability,Hold power companies to strict guidelines and penalties for failure to maintain safety. Hold individuals as well as companies responsible for obvious neglect.,Public v Private,Power companies and individuals must both face strict penalties and accountability for neglecting safety maintenance.,Company Accountability Enforcement,1.990099192,8.8010149,Utilities Need Public Accountability
1280,Infrastructure & utilities restoration,"Undergrounding powerlines should be done now, before roads are repaved.",Public v Private,Powerlines need to be moved underground before road repaving happens - it's the logical order of infrastructure upgrades.,Public Infrastructure Priority,0.6367924213,11.66797924,Underground Power Lines Required
1480,Infrastructure & utilities restoration,"6 of the 10 most costly fires in California have been caused by power lines. Its way overdue to put them underground. If Europe can do it, so can we.",Public v Private,Power lines must be moved underground like in Europe - we can't keep having costly fires caused by above-ground utilities.,Underground Power Line Advocate,3.251841784,13.092000961,Underground Power Lines Required
1525,Financial & legal assistance,"Similar to a comment made yesterday: ""I don't think that everyone should have to hire an attorney to get the fair benefit of their fire insurance policy."" I wonder about California's appetite for SB 222 that might create an insurable future but at the cost of affordable gas. I read somewhere that climate change contributed about 25% to the impact of the fires. If that is true, then maybe oil and gas liability should be capped (or a mandatory oil and gas recovery fund set aside to the tune of an accurate reading on percentage of projected damages)",Public v Private,"""Insurance companies should provide fair coverage without requiring attorneys. Oil and gas companies should contribute to a damage fund based on their climate impact.""",Public Versus Private,1.543149114,1.431794047,Insurance Companies Failing Policyholders
1534,Wildfire prevention prioritization & accountability,Utilities must be held accountable. Insurance should only be valid for those who follow best fire safe practices.,Public v Private,"Insurance and utilities need accountability, with coverage limited to those following fire safety protocols.",Private Accountability Required,1.624253511,6.433125019,Utilities Need Public Accountability
1565,Debris removal & environmental recovery,"Must clean before anything. Do clean-up at the neighborhood or at minimum at the block-level, not individual building site, to be more more efficient and cost effective. Require home owners and insurance companies to bundle efforts/$$.",Public v Private,Insurance companies and homeowners should combine resources for neighborhood-wide fire cleanup instead of individual properties - it's more efficient and cost-effective.,collective infrastructure maintenance,2.46756506,-0.9335022569,Insurance Companies Failing Policyholders
1574,Infrastructure & utilities restoration,"I would see this as an area where state and federal monies, along with $$$ from the utilities,  can be used to rebuild smartly.  Roads and sidewalks can be rethought to increase the probability of being able to leave in time.  Unsafe, above ground lines can be eliminated.",Public v Private,"Utilities and government should share costs to rebuild infrastructure smartly, including burying power lines and redesigning roads for safer evacuations.",Public Private Cost Sharing,3.494803667,11.336842537,Underground Power Lines Required
1566,Wildfire prevention prioritization & accountability,"I prefer to stay focused on where we go from here, rather than debate why stuff didn't happen in the past. We know what we need to do (e.g, utility under-grounding, firebreaks, fire prevention, fire hardening when (re)building, etc.). It will cost money (private, government). We know we have not had basic* transparency in past on government action (including our IOU monopolies), so let's design that differently from hereon too, perhaps leveraging 311 that we already use. All this can be piloted/tested in LA, but needs to be designed for statewide rollout, adapted for situations elsewhere. 

*basic in sense of: clear, accessible, responsive, and timely to average citizen - not in terms of endless dense reports commissioned by CPUC etc.",Public v Private,"We need utility undergrounding and fire prevention measures, but who pays - private companies or government? Past transparency issues need fixing too.",public private partnership,1.736753225,10.195589066,Underground Power Lines Required
1717,Emergency planning & community safety,"This fire was unprecedented in that the winds created a very fast moving fire.  I think the city did a good job alerting people to high fire risk prior to the windstorm, as long as residents were signed up for the city's NotifyLA system and looked at NOAA reports ahead of time.  I don't know how best to get alerts to all citizens, especially the elderly who may be technology averse.  Maybe start with a cell phone push to alert citizens of fire risk, and I think it is also the responsibility of the residents to prepare adequately too for rapid evacuation.",Individual v. Collective Mitigation,"Individual residents must stay informed through alert systems, but the city needs better ways to reach everyone, especially technology-averse elderly people.",shared responsibility requires coordination,21.460693359,11.013296127,None
1698,Climate & community resilience,California needs to call in Federal assistance to manage the entire state. Too much of the forest is left unkept. Need to increase logging of old forest so that areas can be managed with planting of new growth. Open it up the private companies to manage.,Individual v. Collective Mitigation,The state can't handle this alone - we need federal help and private companies to manage forests through logging and replanting.,government collective action,23.653326035,12.263551712,Government Accountability For Fire Prevention
1693,Wildfire prevention prioritization & accountability,"this isn't just for govt officials, it should be baked into building code, zoning, and planning. but not in the typical, gross, broad stroke kinda stupid way the county usually does everything, but in a really smart, focused, well considered way.",Individual v. Collective Mitigation,"Individual actions aren't enough - fire safety must be integrated into building codes and zoning, but with smarter, more focused planning than typical government approaches.",collective government solutions,20.919332504,12.292301178,Government Accountability For Fire Prevention
1692,Financial & legal assistance,"partially, the new code requirements should be evaluated by DISINTERESTED 3rd party experts to make sure they actually do something. so much code is basically lobbied into existence by people and companies who gain from requiring expensive, spurious non-sense. there should be significant legal aid for that effort.",Individual v. Collective Mitigation,"Individual homeowners shouldn't bear costs of questionable fire codes. We need independent experts to evaluate requirements, not lobbyists pushing expensive, ineffective regulations.",government oversight needed,18.978139877,11.377826691,Mandate Stricter Fire Safety Codes
1695,Prioritize recovery themes,"government efficiency. and i don't mean in the DOGE sense. i mean real govt efficiency in designing code that makes sense, isn't bloated, but is very focused on smart building. reducing costs. property values in the area have increased by 3x +++ in the last 30 years. has the cost of running the govt increased by 3x? there should be budget surplus. government ineffectiveness in combo with lack of high information civic participation is the root cause. adding better vent covers is important, but will not solve the underlying issues.",Individual v. Collective Mitigation,Government needs to create smarter building codes and enforce them effectively. Individual actions like vent covers won't solve systemic problems.,government collective solutions,20.132957458,13.342924118,Government Accountability For Fire Prevention
1678,Climate & community resilience,CA should just call the entire state a WUI CA Fire zone. No more pockets where CA Fire WUI regulations are not in place,Individual v. Collective Mitigation,Individual homeowners shouldn't bear responsibility alone - the entire state needs uniform wildfire regulations and standards.,Government Enforcement Required,19.0710392,12.835612297,Mandate Stricter Fire Safety Codes
1666,Climate & community resilience,Building code needs to emphasize fire safe,Individual v. Collective Mitigation,"Building codes must be strengthened to protect everyone, not just rely on individual homeowners' actions.",collective government standards,18.874464035,11.449510574,Mandate Stricter Fire Safety Codes
1649,Climate & community resilience,Tax relief for fire hardened houses and neighborhoods. The more contiguous houses that are fire hardened the more tax relief/house. So we encourage NEIGHBORHOODS to communicate and cooperate,Individual v. Collective Mitigation,"""Give tax relief to fire-hardened homes, with bigger incentives when entire neighborhoods participate. This encourages collective action in fire prevention.""",collective incentivized cooperation,21.216815948,13.428719521,Government Accountability For Fire Prevention
1650,Climate & community resilience,Train community groups like town/neighborhood councils and CERTs on defensible space/structure hardening and have them conduct community-wide property reviews and education. Does not have to be an enforcement or narc approach but rather an offering of information specific to the property; it can even be a checklist on a trifold that checks off items that need to be retrofitted and specific instructions for the retrofit inside. It takes a village to educate but there's heavy reliance on the few in the government.,Individual v. Collective Mitigation,"""Community groups should educate neighbors about fire safety and property protection, rather than relying solely on government. It takes collective effort.""",collective community education,20.808698654,10.973120689,Government Accountability For Fire Prevention
1655,Financial & legal assistance,"The government's attacking insurance, as someone from the southeast US, is strange. Governmental agencies let the city of LA develop and sprawl into high fire-risk areas. Insurance companies, like when people build beachfront homes in hurricane country, jacked up the insurance rates. When an insurance company says an area is dangerous, believe them.

Forcing other taxpayers to supplement a ""wood home in a tinderbox"" is ludicrous. Saying it's the homeowners' fault for having a home in a tinderbox is likewise insane; they aren't fire experts.

The blame for the Palisades fire's destruction lays at the feet of the negligent county, city, and state level officials who allowed people to build/buy homes and root their lives in the line of fire.",Individual v. Collective Mitigation,"Government allowed development in fire-prone areas, so they share responsibility. Can't solely blame homeowners who weren't fire experts when buying their homes.",government responsibility collective,22.376522064,14.769109726,None
1679,Debris removal & environmental recovery,Smart habitat restoration. Not clearing out debris etc. that create fuel for fires should not be an option,Individual v. Collective Mitigation,Individual property owners must clear debris and maintain their land - it shouldn't be optional when fire safety affects everyone.,Individual Responsibility Required,17.384134293,14.083709717,Enforce Fire Prevention Property Maintenance
1609,Debris removal & environmental recovery,"However, the environmental recovery should include a plan to establish and maintain fire breaks in the Santa Monica mountains above and around the town. The area managed by the conservancy and the state parks in the mountains are really wild animal parks, and should be treated and managed as such balancing the needs of the animals against the safety of the surrounding communities. The historical approach is resulting in larger and more frequent wildfires. So something clearly has to change.",Individual v. Collective Mitigation,"Fire breaks in Santa Monica mountains must be maintained collectively by conservancy and state parks, balancing wildlife needs with community safety.",collective government solutions,23.879245758,12.685978889,Government Accountability For Fire Prevention
1615,Debris removal & environmental recovery,"All debris must be cleared from all properties. It can be done privately but if anyone refuses or abandons their lot it must be removed even if a lean must be implemented against the owner and property. We can't have toxic waste that's both dangerous and unsightly to remain. Also, all the utilities must be buried underground. MUST. No exceptions.",Individual v. Collective Mitigation,"Property owners should clear debris, but government must enforce cleanup and place liens if needed. Can't let individual negligence endanger everyone.",Collective Government Enforcement,16.025995255,12.471830368,Mandate Utility Fire Prevention
1636,Climate & community resilience,All lots need to be cleared bc it cannot really be cleaned up if toxic material is airborne. There should be a city wide emergency day that educates people on safety and evacuations (Japan does this for earthquakes). It can be led by the city w/localities doing their own area-specific drills.,Individual v. Collective Mitigation,Fire safety requires both city-wide education programs and individual property maintenance. One person's uncleared lot affects everyone through airborne hazards.,Government Led Solutions,21.172733307,10.508191109,Government Accountability For Fire Prevention
1612,Climate & community resilience,We need clear guidance on fire resistant best practices. Most of the guidance is tailored to homes in rural areas.  It does not apply to homes that are 10 feet apart in a city suburb.,Individual v. Collective Mitigation,Individual homeowners can't do much when houses are so close together - we need collective fire safety standards for suburban neighborhoods.,collective guidance needed,21.814479828,12.99503231,Government Accountability For Fire Prevention
1595,Debris removal & environmental recovery,There must be a deadline with real implications for those who do not clear their lots in a timely manner. Testing for all lots (whether burned or not) to ensure the community is safe.,Individual v. Collective Mitigation,Property owners must face real consequences for not clearing their lots. Testing all properties ensures community-wide safety.,Individual Enforcement Mandatory,17.37355423,13.355863571,None
1604,Wildfire prevention prioritization & accountability,"The state of California has done a horrible job with forest management, firebreaks and accountability.",Individual v. Collective Mitigation,The state has failed at forest management - this shouldn't fall on individuals to handle alone.,government accountability needed,23.715921402,12.544124603,Government Accountability For Fire Prevention
1591,Wildfire prevention prioritization & accountability,"Over the last few years, as a private property owner, I have received Brush Clearance notices for my property. At one point, I was substantially fined - although I had documentation my lot was clear. No matter what had been happening in my life (a parent passing, Covid, a sick child) I was required to clear brush on my property. Why isn’t the City, County, State held to these same requirements? 

I also think basic services that prioritize the safety of our communities - the police, fire department, schools, infrastructure - need to be funded first. We pay too high of taxes in LA and CA for these services not be available to residents when they are needed (ie; firefighters to put out fires, fire hydrants that work, etc)",Individual v. Collective Mitigation,"Property owners face strict brush clearance rules and fines, but government agencies aren't held to same standards. Why this double standard when we pay high taxes?",individual versus collective,24.34753418,13.08071804,Government Accountability For Fire Prevention
1561,Wildfire prevention prioritization & accountability,"The money to do this should already be a part of all the money that is being paid into the state, county and city.  Why there is almost no funds or action in the past in this area does not make any sense.",Individual v. Collective Mitigation,Government should fund fire mitigation with existing tax revenue. It's nonsensical that there's been so little funding and action.,government funding responsibility,23.357654572,12.736689568,Government Accountability For Fire Prevention
1550,Wildfire prevention prioritization & accountability,"I think local communities, neighborhoods and residents must also expect to be held accountable. We are all in this together.",Individual v. Collective Mitigation,Everyone needs to do their part - both individual residents and the community as a whole must be accountable for fire safety.,Individual And Collective,20.385227203,12.279580116,None
1555,Emergency planning & community safety,"I think all of these systems need to be reviewed from the bottom up and out as well as from the top down. Creating voluntary neighbourhood emergency councils, coordinated and supported by agencies and city councils can create a resilient community ecosystem for responding to disaster in the longer term. Evacuation routes are problematic in this area: it took us 2 hours to travel a distance that normally takes 15 minutes when evacuating and that was actually on us for leaving it until the last minute to evacuate. We've learned for the future and are sharing our learning with others!",Individual v. Collective Mitigation,"Individual homeowners waited too long to evacuate, but we need coordinated neighborhood councils working with government agencies to create better emergency response systems.",collective coordinated solutions,21.232967377,10.537956238,Government Accountability For Fire Prevention
