COMMENT_ID,TARGET,CONTENT,TENSION_CATEGORY,LLM_SUMMARY,UMAP_1,UMAP_2,SUBCATEGORY
1212,Housing & rebuilding,"REALLY speed up the approval process. Also, strongly encourage bungalow courts for multi-family housing-- basically groupings of 4 to 10 ADU-type buildings. They suit the Alta/Pasadena aesthetic, are affordable, are much better looking than flat, generic boxes, and will help bring renters to our community.",Density v. Safety,"Want faster building approvals and support for bungalow court-style housing developments. These match our neighborhood's character, remain affordable, and help attract renters to rebuild our community.",17.18966103,17.25773048,ADU considerations
272,Housing & rebuilding,Upzone the burned areas to increase the value of the land so that the homeowners can be made whole.,Density v. Safety,Want burned areas upzoned to increase land value and help homeowners recover their losses through higher property values.,13.15672493,24.4878006,Re-zoning areas for rebuilding
914,Climate & community resilience,"We know from scientific experts that the buildings were the fuel for the fire NOT the trees and bushes. Create pocket parks on lots that homeowners wish to sell. These parks will provide fuel breaks for future fires and also enhance the neighborhoods. 
Plant oak trees!! Oaks catch flying embers and can protect structures.
Do NOT add housing density to this area. It is a high fire zone and cannot carry the density nor can the infrastructure.",Density v. Safety,"Concerned about fire safety, I want pocket parks as fuel breaks and oak trees to catch embers. Adding housing density here is dangerous - the infrastructure can't support it.",9.258669853,25.49657822,Re-zoning areas for rebuilding
1010,Infrastructure & utilities restoration,"Have you seen what's happening with rent lately? Of course we need more housing. Otherwise rent is going to keep going up up up. We've got to build somewhere, and since homeowners have been opposing density in safer areas for decades, communities grew outwards instead. That's how we ended up with so many people in fire zones like Altadena and the Palisades. But yeah, we've got to have better sewer, road, power, and water planning too.",Density v. Safety,"Housing shortages pushed development into fire-prone areas. While we need more housing to control rent costs, it must come with proper infrastructure planning for utilities and services.",11.50175858,22.15326309,Re-zoning areas for rebuilding
398,Emergency planning & community safety,The agencies Hazard planning as part of the General plans are a joke. Bike lanes and roadway reductions with no plan to evacuate. Most say shelter in place.  Overbuilding and no plan to evacuate.  Big tragedy and then the problem is ignored.,Density v. Safety,"Frustrated that hazard planning prioritizes bike lanes over evacuation routes. Concerned about overdevelopment without adequate emergency exit plans, while officials default to ""shelter in place"" recommendations.",9.581943512,18.04117775,Evacuation routes
407,Infrastructure & utilities restoration,"The entire state's infrastructure is falling apart. Why were laws passed to allow a massive increase in housing density with no planning for sewers, roads, power, water etc.   This question is a joke even before the fire.",Density v. Safety,Frustrated that state laws allow increased housing density without adequate infrastructure planning for basic utilities and services - these systemic problems existed even before fire damage.,10.40668678,21.48651314,Re-zoning areas for rebuilding
924,Housing & rebuilding,"Many schools in the surrounding areas have closed down. Consider buying those lots and building affordable housing, like little communities around green spaces for those impacted by fires.",Density v. Safety,Suggests converting closed school properties into affordable housing developments with green spaces to help those displaced by wildfires rebuild their communities.,12.01984596,22.98237801,Re-zoning areas for rebuilding
261,Housing & rebuilding,The city should also make it easier to turn single family homes into duplexes and triplexes.,Density v. Safety,We need the city to streamline the process of converting single-family homes into multi-unit properties to address housing needs.,12.33019543,22.16813278,Re-zoning areas for rebuilding
664,Emergency planning & community safety,"In addition to the clear failures in both fires, both locations, for notifications, I personally watched an area of Hollywood evacuated by emergency alert, then watched as approximately 10,000 cars all attempted to exit out of the area at exactly the same time; leading to some being stuck in their garages up to 2 hours after the initial evacuation notice went out, because of the massive log-jam of traffic. This was a complete failure in terms of communication/notification.  There was NO traffic control in advance of this notification which should have been required before sending it, especially for a high-density area.  There's no identified evacuation routes for these types of situations.",Density v. Safety,"Poor evacuation planning led to massive traffic jams, with thousands stuck trying to leave at once. No traffic control or designated routes made the situation dangerous and chaotic.",9.291395187,17.19301415,Evacuation routes
897,Financial & legal assistance,"Building back the same houses in the same spaces without adjustments just means our town will burn in the same way in 20 years. Also, all those ADUs people will be living in just mean no parking and a lack of safe roads in another emergency.",Density v. Safety,Concerned that rebuilding without changes will lead to future fire risks. Additional housing units create parking issues and compromise emergency access routes.,16.99813271,20.34948921,ADU considerations
1011,Housing & rebuilding,"We're already in a rent crisis, and the wildfires are just fanning the flames. Everyone is being exploited; not just residents, but also small business owners! (You want to know why tacos are so expensive? RENT! Why doctors are so expensive? RENT! Why so few community spaces exist? RENT!) If we want our economy to recover from COVID and the fire, we need high-density housing, and we need LOTS of it FAST. Even if it's not financially sensible for developers. We ought to stop pouring money into subsidies that just make the housing market rise even faster; let's build high quality public housing and roll back our ridiculous zoning laws. Let's do whatever it takes; even give a housing agency right of first refusal on all real estate sales.",Density v. Safety,"High rents were already crushing our community before the fire. We desperately need more high-density and public housing, with less restrictive zoning laws, to help our area truly recover.",12.87287998,23.64384842,Re-zoning areas for rebuilding
1086,Housing & rebuilding,"Ensure long-term rebuilding is climate-smart, denser, resilient to future fires.",Density v. Safety,"Want rebuilding efforts to prioritize climate-resilient, higher-density housing that can better withstand future wildfires.",10.07257938,23.25123978,Re-zoning areas for rebuilding
412,Housing & rebuilding,"Build more multi-family dwellings, eliminate the restrictions on duplex and triplex in single family zoning, build more and build everywhere.",Density v. Safety,We need to eliminate single-family zoning restrictions and allow more multi-family housing development across all areas to increase housing density and availability.,11.34702015,23.53430367,Re-zoning areas for rebuilding
1012,Housing & rebuilding,"If we insist that neighborhoods have to be nothing but single family homes, we're never going to solve the housing crisis. I'd rather have a concrete jungle than see my neighbors sleeping on hard cement.",Density v. Safety,We need to allow more than just single-family homes to address the housing crisis - dense development is better than having people homeless on the streets.,10.61643028,22.48807716,Re-zoning areas for rebuilding
269,Financial & legal assistance,"The city needs to build more public affordable housing and change zoning restrictions to allow for more multi-use properties. Those affected by the fires and those already facing housing insecurity are facing price gouging of rents and over-inflated property values making it impossible to live in this city, even before the fires.",Density v. Safety,"Frustrated that high rents and property values, worsened by the fires, make living here impossible. Want city to create affordable housing and change zoning laws for more housing options.",11.83053684,22.95217896,Re-zoning areas for rebuilding
1223,Housing & rebuilding,"More transit-oriented development, prioritization of ecosystem health and fire resistant construction materials/design.",Density v. Safety,We need to focus on transit-oriented development while using fire-resistant building materials and protecting the ecosystem as we rebuild our communities.,10.24473286,23.70778656,Re-zoning areas for rebuilding
988,Housing & rebuilding,"Modify zoning in the impacted areas to rebuild in a sustainable way, while also keeping the characters of the neighborhood still intact. Streamline the process for building.",Density v. Safety,"Want to rebuild sustainably while preserving neighborhood character, but need simpler zoning and permitting processes to make it happen efficiently.",12.51681805,25.1718998,Re-zoning areas for rebuilding
839,Housing & rebuilding,Build SROs,Density v. Safety,Want to see more single room occupancy housing built to help those displaced by fires.,11.83120823,24.39513016,Re-zoning areas for rebuilding
1025,Emergency communication,We need new ways of evacuating that don't rely on cars.,Density v. Safety,"We need alternative evacuation methods beyond just driving, since roads get too congested during emergencies.",10.10862541,17.28071213,Evacuation routes
404,Housing & rebuilding,"Quit building structures in places in fire prone areas.  The state and Weiner specifically have gone gun-ho in encouraging building in stupid places and passed laws which leave the local agencies powerless to design their own communities.   The population is barely growing yet there is a housing crisis. First thing OUTLAW Short Term Rental Airbnb's, tax the heck out of second/vacation homes, tax the wealthy so they cannot afford 3 and 4 homes while the rest of us are forced to rent.",Density v. Safety,"Frustrated by state overriding local control to build in fire-prone areas. Believes housing crisis could be solved by restricting short-term rentals, taxing vacation homes, and limiting",11.36386681,25.81015396,Re-zoning areas for rebuilding
1230,Housing & rebuilding,"Relax Malibu overprotectiveness and overreach; allow small ADU’s with less code restriction, but with fire resistant materials.",Density v. Safety,"Want less restrictive building codes to allow ADUs, while still requiring fire-resistant materials. Current Malibu regulations are too protective and limiting.",15.42562962,19.15434265,ADU considerations
1244,Housing & rebuilding,"I think it's really important to consider where to rebuild, and where not to rebuild. My grandmother's home burned down, and everyone in her community wants to rebuild in the same place. But does it really make sense when we know that the Palisades Highlands is in an extremely high fire risk area? To the extent that folks want to rebuild in high risk areas, should the entire state of California shoulder that risk through our tax dollars and insurance payments?",Density v. Safety,"Questioning whether rebuilding in high-risk fire zones like Palisades Highlands makes sense, especially when the financial burden falls on all California taxpayers and insurance holders.",11.4203434,24.20215225,Re-zoning areas for rebuilding
1343,Infrastructure & utilities restoration,Home owners should be able to use Natural gas. It's more reliable and affordable than all electric mandates. Not allowing apartments in single family areas.,Density v. Safety,"Frustrated with electric mandates, I want natural gas options for reliability and affordability. Keep single-family zoning intact.",12.97399426,22.50863457,Re-zoning areas for rebuilding
1309,Housing & rebuilding,"Efforts to streamline the housing re-permitting process for fire victims should be expanded to include everyone else. By making this process more efficient we could increase the supply of housing, reducing cost.",Density v. Safety,The permitting process for rebuilding after fires should be made more efficient and expanded beyond just fire victims to help increase overall housing supply and affordability.,12.71286964,23.57651901,Re-zoning areas for rebuilding
1292,Emergency planning & community safety,"Regarding evac routes: like Paradise, CA, my town has only one road that leads into and out of the area. It's a narrow, winding two-lane road, making evacuation slow. It's essential that people be able to leave well before evacuation becomes mandatory (see my earlier note about temporary housing coverage gaps), so that we aren't all trying to navigate that route at the same time under duress. 

There are two other potential evac routes--an unpaved route through a State Forest and a paved road that's half collapsed due to erosion. Both are currently impassable and essentially death traps, but they could be turned into functional evacuation routes if funds were made available. I'm sure similar opportunities exist in other communities.",Density v. Safety,Limited evacuation options are dangerous - our only viable route is a narrow two-lane road. Other potential escape routes exist but need funding to become usable alternatives for community safety.,10.82783127,18.41963577,Evacuation routes
1699,Financial & legal assistance,"We need deregulation and free permitting. building Codes are great and needed for public safety but then why is government penalizing citizens, owners and builders by charging them to implement safety codes. Makes no sense! Property taxes are already excessive and should already cover this expense and service to promote safety and avoid the need for people to dodge code or safety requirements.",Public v Private,Frustrated that building permit fees discourage safety code compliance. Government shouldn't charge us to implement required safety measures - property taxes should cover these costs instead.,6.602787018,4.277556419,None
1655,Financial & legal assistance,"The government's attacking insurance, as someone from the southeast US, is strange. Governmental agencies let the city of LA develop and sprawl into high fire-risk areas. Insurance companies, like when people build beachfront homes in hurricane country, jacked up the insurance rates. When an insurance company says an area is dangerous, believe them.

Forcing other taxpayers to supplement a ""wood home in a tinderbox"" is ludicrous. Saying it's the homeowners' fault for having a home in a tinderbox is likewise insane; they aren't fire experts.

The blame for the Palisades fire's destruction lays at the feet of the negligent county, city, and state level officials who allowed people to build/buy homes and root their lives in the line of fire.",Public v Private,"Government officials are responsible for letting development occur in high-risk fire zones, then blaming insurance companies and homeowners when fires destroy properties. We shouldn't have been allowed to build here.",7.224801064,5.516355515,Rebuilding costs accountability
1657,Infrastructure & utilities restoration,"Infrastructural changes are necessary. They are also incredibly expensive. Burying power lines throughout the city is incredibly expensive... who is going to pay for it? You need a more robust, dense tax base. 

These analyses of different cities have been done by Urban3, which reveals how tax revenue/acre increases with density. Greater density would easily help to fund the necessary infrastructure improvements.",Public v Private,"We need buried power lines for safety, but it's too expensive without increasing population density to generate more tax revenue per acre to fund these improvements.",13.72216415,3.242506504,Bury power lines
1591,Wildfire prevention prioritization & accountability,"Over the last few years, as a private property owner, I have received Brush Clearance notices for my property. At one point, I was substantially fined - although I had documentation my lot was clear. No matter what had been happening in my life (a parent passing, Covid, a sick child) I was required to clear brush on my property. Why isn’t the City, County, State held to these same requirements? 

I also think basic services that prioritize the safety of our communities - the police, fire department, schools, infrastructure - need to be funded first. We pay too high of taxes in LA and CA for these services not be available to residents when they are needed (ie; firefighters to put out fires, fire hydrants that work, etc)",Public v Private,Frustrated that private property owners face strict brush clearance enforcement and fines while government entities seem exempt. Our high taxes should prioritize funding basic safety services and infrastructure first.,9.728160858,2.535078049,Infrastructure maintenance accountability
1485,Financial & legal assistance,The behavior of the California Fair Plan to deny smoke damage claims is unacceptable and the lack of other choices for insurance is not ok. What can be done to bring insurance companies back to CA?,Public v Private,Frustrated by California Fair Plan denying smoke damage claims and lack of insurance options. Want solutions to bring more insurance companies back to California.,4.986471653,3.853940487,Insurance industry reform
1505,Debris removal & environmental recovery,"The Army Corps of Engineers is doing a great job.  After the ACE has done it's job, there should be an additional step of testing for soil and water quality.  If the city can't pay for it, then it should be covered under the California Fair Plan ""Ordinance of Law"" line item.",Public v Private,"Want ACE's debris removal work followed up with soil and water quality testing. If city can't fund these essential tests, they should be covered under California Fair Plan's Ordinance provisions.",12.11765766,5.312191963,None
1494,Financial & legal assistance,"We have specific questions about the California Fair Plan.  What construction features are covered under the ""Ordinance or Law"" item in the CFP policy?  At one point I heard Steve Soboroff say that everyone should hire an attorney.  I don't think that everyone should have to hire an attorney to get the fair benefit of their fire insurance policy.",Public v Private,Frustrated with California Fair Plan's unclear coverage terms and concerned about needing lawyers just to get fair insurance benefits. Shouldn't have to hire attorneys to understand policy details.,5.572908878,4.193893433,Insurance industry reform
1483,Infrastructure & utilities restoration,Underground utilities without delay,Public v Private,We need to move utilities underground immediately to prevent future fire damage.,11.81416035,2.259975433,Bury power lines
1471,Economic recovery & small business support,"I agree with the idea that there is corporate gouging and unfairness going on, because we all know this is happening, it's just the state doesn't want to put money into audits to catch and stop it from happening.  But I don't think the government elects (Mayor and Supervisors) need to manage something like this.  It would be like allowing the fox to watch over the hen house.  They already don't do a good job at their jobs, which is why we are in the state we are in.  So why give them more authority to come up with more projects, to give away more of our taxpayers money that will go more to waste?   I agree with the prior statement, let charities take this on if they feel the need to.",Public v Private,Government shouldn't manage economic recovery - they already mismanage taxpayer money. Let charities handle support instead of giving officials more control over funds that might be wasted.,10.57185268,0.670715928,None
1476,Infrastructure & utilities restoration,Power lines should be below ground,Public v Private,Underground power lines are needed to prevent future fires and outages.,12.50451374,1.537391663,Bury power lines
1463,Wildfire prevention prioritization & accountability,I've never understood why there are above ground electric wires in Angeles National Forest and Eaton Canyon specifically. The area is prone to fires! Get those underground or out of the park!,Public v Private,Frustrated that above-ground power lines still exist in fire-prone Angeles National Forest and Eaton Canyon. Strongly believe these should be buried underground or removed entirely.,13.71987248,0.98854959,Bury power lines
1444,Financial & legal assistance,Underinsured homeowners can't afford the new code requirements.  Grants and tax relief should be provided to ease that burden.,Public v Private,Frustrated that underinsurance leaves homeowners unable to meet new building codes. Want government to provide financial relief through grants and tax breaks to help cover costs.,5.798374176,2.998193264,Insurance industry reform
1345,Wildfire prevention prioritization & accountability,"We must not, under ANY circumstances, bail out SoCal Edison the way Newsom bailed out his buddies at PG&E after Paradise. Enough is enough!",Public v Private,"Strongly opposed to government bailouts for utility companies like SoCal Edison, drawing parallels to PG&E's Paradise fire bailout. Demands accountability from power companies.",13.49425316,0.754606485,Bury power lines
1391,Infrastructure & utilities restoration,"Underground power lines, holding Edison corporate accountable, not letting Edison pass on their mistakes onto the cost of their customers. Every time they go into litigation or bills go up. 

When they need to shut off power due to weather - my husband can’t work. So he doesn’t get paid. 

The way palisades and Altadena need to be rebuilt needs to be smart. All street lights need to be solar, solar cross walks, a better environment and a safer environment for kids.",Public v Private,Frustrated with Edison's accountability and costs passed to customers during outages. Want smarter rebuilding with underground power lines and solar infrastructure for a safer community.,12.26193714,1.318244934,Bury power lines
1407,Infrastructure & utilities restoration,Both our electric systems and water systems should make more use of local supplies -- micro-grids for the electric system and water capture and grey water for the water systems.,Public v Private,We need to shift toward localized utility systems - using micro-grids for electricity and local water capture/grey water systems to make our infrastructure more resilient.,12.9931612,2.215961695,Bury power lines
1440,Climate & community resilience,"What is wildfire adaptation? Fire-resistant design and preparedness training are not the City's role; let Angelenos, their architects, and private organizations do this.",Public v Private,"City should stay out of wildfire adaptation efforts like fire-resistant design and preparedness. These should be handled by residents, architects, and private organizations, not government.",9.538846016,3.749737978,Infrastructure maintenance accountability
1423,Infrastructure & utilities restoration,Bury the utilities and mandate solar,Public v Private,We need underground power lines and required solar panels to prevent future fire risks and outages.,13.74777889,3.459763765,Bury power lines
1381,Financial & legal assistance,"Insurance is a key lever that needs to be addressed here, in service to the whole of the economy.  Insurance providers have known for DECADES about the risks they face with respect to climate, and as an industry, they have not acted with enough innovative approaches to changing incentives for more regenerative decisions.  They have not faced the truth of what is facing all of us with respect to climate risk, and they are brittle and wholly unprepared from a business model perspective to respond to the realities of what they are facing.  We need to redesign business models, incentives, and policies to face the realities of the calamities that we are facing as a community.  There is only going to be more of the same in the future.",Public v Private,"Insurance companies have failed to innovate or adapt their business models to address climate risks, despite knowing about them for decades. We need complete redesign of policies and incentives.",4.829324722,2.023658276,Insurance industry reform
1431,Infrastructure & utilities restoration,This is essential and should be done by private enterprise to the extent feasible. Large infrastructure contractors can do this much faster than Public Works or LADWP and likely more cost-effectively. This is not the time for political egos to eye ad opportunities for the next election; move out of the way and let the city rebuild.,Public v Private,Bring in private contractors instead of public agencies - they'll restore infrastructure faster and more efficiently. Government needs to step aside and let experts handle rebuilding without political interference.,11.38701725,1.029235005,Bury power lines
1270,Financial & legal assistance,"The CA Department of Insurance has put a number of excellent laws and regulations together that make dealing with the insurance providers somewhat easier for a homeowner customer. However the industry wide marketing of disaster (Homeowner)’insurance has led to virtually no polices promising to rebuild “no matter what” and substituting coverages that seem to fully protect and do not, leaving most homeowners underinsured which means they can’t afford to rebuild and can’t stay in their home because it has burned to the ground. This needs to be worked out with the insurance providers and the Dept of Insurance and the homeowners needing and wanting the protection of a policy that will help them in a catastrophe, rather than add to it.",Public v Private,"Insurance regulations help, but misleading coverage marketing leaves most homeowners underinsured. We need better collaboration between insurers and regulators to create policies that truly protect homeowners during disasters.",4.492489338,3.849573851,Insurance industry reform
384,Financial & legal assistance,"California's insurance system requires a complete overhaul—it is currently more complicated than the tax code. This issue must be addressed in clear, straightforward terms before any funds are allocated. Otherwise, the same problems will arise during the next disaster.",Public v Private,Insurance system is too complex and needs major reform before allocating disaster funds. Current complications will only create more problems during future wildfires.,5.436679363,3.476844549,Insurance industry reform
431,Prioritize recovery themes,"We could rethink home insurance entirely. Maybe it should not be managed by private companies, but by a government agencies. Natural disasters ARE different from an individual fire in a resident's home.",Public v Private,"Insurance for natural disasters should be handled by government, not private companies - it's fundamentally different from regular home fires and needs a complete system overhaul.",2.873422623,4.71039629,Insurance industry reform
582,Infrastructure & utilities restoration,"Now is the time for Altadena to get sidewalks.  Let's future proof this community so that people can come back.  And while at it, bury the powerlines.",Public v Private,"We should use this recovery period to modernize Altadena with sidewalks and underground power lines, making our community more resilient and attractive for returning residents.",13.07177067,2.1506989,Bury power lines
563,Infrastructure & utilities restoration,"It's clear that an inability to quickly shut down power contributed to the severity of the fire, along with exposed power lines. With the areas so devastated, it seems prudent for us to explore buried power lines to expand fire safety.",Public v Private,Slow power shutoff procedures and exposed lines worsened the fire's impact. We should consider underground power lines to better protect our community from future disasters.,13.62727451,1.780226231,Bury power lines
1458,Financial & legal assistance,Insurance assistance in layman terms would be essential. We shouldn't require a lawyer to understand our insurance policies.,Public v Private,Need insurance policies explained in simple terms without requiring legal help. The language is too complex for regular people to understand their coverage.,5.507116318,3.867485762,Insurance industry reform
870,Housing & rebuilding,"Let the market take care of the buildings! The government is inefficient. Reduce red tape, allow more and denser buildings, give more buildings permit. It is supply-demand! It will decrease prices for everyone. If Houston can do it, so can we!",Public v Private,"Frustrated with government inefficiency and red tape in rebuilding. Advocates for market-driven solutions, reduced regulations, and increased density permits - similar to Houston's approach - to address housing supply issues",7.074752331,5.120851517,Rebuilding costs accountability
772,Debris removal & environmental recovery,"On the one hand I'm finding it easy to trust the army core. But on the other the reality of toxic ash covering the area it does leads me to believe that more can be done for testing. Insurance has basically refused it from that I can tell, and it's fallen on individuals to do testing to feel confident.  Still, the broad population with concerns about areas near schools (etc) means there is still a hearts and mind problem the government needs to solve for if they want people aligned with their stance on safety.",Public v Private,"While I trust the Army Corps, more comprehensive toxic ash testing is needed, especially near schools. Insurance won't cover it, leaving individuals to pay. Government must address public safety concerns.",12.00411606,5.257063866,None
415,Financial & legal assistance,Insurance companies leaving the state is scary. Especially those able to drop coverage so quickly!,Public v Private,"Deeply concerned about insurance companies abandoning California and their ability to rapidly terminate coverage, leaving residents vulnerable to wildfire losses.",3.942616463,3.808691978,Insurance industry reform
823,Financial & legal assistance,"This right here. What am I investing this time and money in, if the property is then uninsurable?",Public v Private,"Frustrated about investing in property that may become uninsurable after wildfires, questioning the financial logic of rebuilding or maintaining homes in high-risk areas.",5.581604958,3.033566952,Insurance industry reform
929,Infrastructure & utilities restoration,"Allow to build in an Off the Grid type of solar or wind power supply for a residential 
That way in case of emergency or heavy winds power can be shutdown without affecting a lot of customer.
Edison doesn't allow to be off the grid in the city that my understanding?
Allows us to build of the grid with a hybrid system not to depends so much on the grid.",Public v Private,"Want to install off-grid solar/wind power systems at home for backup during emergencies, but Edison restricts this. A hybrid system would reduce grid dependence during outages.",13.22807217,2.082554579,Bury power lines
1095,Debris removal & environmental recovery,Edison should be responsible for this. Residents of Altadena should not have to pay.,Public v Private,Edison should be held financially responsible for debris removal and cleanup - it shouldn't fall on Altadena residents to cover these costs.,11.72063351,4.494808674,None
811,Wildfire prevention prioritization & accountability,"The government did not do their job yet they require all of us to jump through hoops to get back on the land that they let burn. Fire hydrants didn’t work, why do we need fire sprinklers and the extra permit for that when they wouldn’t have save our homes anyway.",Public v Private,"Frustrated that officials failed to maintain basic fire infrastructure like hydrants, yet now burden us with costly sprinkler requirements and permits to rebuild on our own property.",9.406061172,2.545089245,Infrastructure maintenance accountability
1175,Infrastructure & utilities restoration,undergrounding power lines is not the answer.  want to see our rates go up by 3x with little benefit?  we need to realize that living in a high fire hazard zone means more power outages during high wind events.  We should be shutting off major power lines during these events.  back-up power should be widespread via dual fuel homes.,Public v Private,Accept more frequent power shutoffs during high winds as part of living in fire zones. Focus on backup power and dual fuel homes instead of costly undergrounding projects.,12.13813591,2.493297577,Bury power lines
784,Infrastructure & utilities restoration,"The power lines in Altadena MUST BE BURIED. The transmission lines that run along the foothills must be rerouted. 

This Eaton Fire distaster cannot be allowed to happen again because a utility failed to de-energize the transmission lines.  That is no longer a tolerable scenario.  

The County, State and Federal Government must support this.",Public v Private,Power lines along Altadena foothills need to be buried or rerouted to prevent another disaster. Utility companies' failure to de-energize lines is unacceptable.,12.75102711,1.057326674,Bury power lines
315,Prioritize recovery themes,"in general, the state needs to investigate the impact private equity companies have had on emergency vehicles and response. they own fire trucks and make it extremely difficult and expensive for fire departments to get modern trucks and comply with repairs. this was a huge reason the fleet was smaller than it should have been. their monopoly is ILLEGAL. but if the state won't enforce it then the laws mean nothing.",Public v Private,Private equity companies' monopoly on fire trucks is hurting our emergency response capabilities by making vehicles too expensive and repairs difficult. The state needs to investigate and take action.,8.595966339,2.075995445,Infrastructure maintenance accountability
1198,Financial & legal assistance,"Homes that survived the fires, but with smoke damage, fall into this gray area for $ coverage from insurance. There is no enforcement arm from the Department of Insurance to make carriers do anything. We have little guidance on knowing when it is safe to return to our homes or our neighborhood. Dept. of Health seems to be the only agency addressing this but again, no enforcement pathway from them to the insurance carriers who more or less want us back in our homes as soon as possible.",Public v Private,"Insurance companies provide no clear guidance on smoke damage coverage and when it's safe to return home. There's no agency enforcement to make them help, leaving us in limbo.",4.269710064,4.627624989,Insurance industry reform
802,Infrastructure & utilities restoration,This is the perfect opportunity to bury all power lines. The cost of this should be shouldered by the utility companies and not by increasing fees to the consumer.,Public v Private,"Want utility companies to take responsibility and bury power lines while rebuilding, but don't pass those costs onto customers through higher rates.",13.98351669,3.550362349,Bury power lines
838,Infrastructure & utilities restoration,Bury ALL power lines. No overheads. Ensure future safety.,Public v Private,We need to bury all overhead power lines underground to prevent future fire risks and ensure community safety.,13.09682941,3.182020903,Bury power lines
1159,Infrastructure & utilities restoration,"Our infrastructure has been rotting for decades. It is absolutely essential that all power lines be grounded, reservoirs need to be doubled in sized and actually have water in them at all times!! Also the DWP needs to be liable for such failure. It is criminal",Public v Private,"Frustrated that aging infrastructure contributed to fire risk. Demands underground power lines, larger water reservoirs, and DWP accountability for infrastructure failures.",12.78042412,2.441966772,Bury power lines
1031,Financial & legal assistance,"We should buy out homeowners in these areas and turn unsafe zones back into wilderness. If they want to stay, they should have to pay for the true cost.",Public v Private,"We need to either buy out homeowners in high-risk areas to restore wilderness, or make them pay the real costs of living in fire-prone zones.",7.940374374,6.229438782,Rebuilding costs accountability
1029,Financial & legal assistance,"It's expensive to live in a wildfire prone zone. Either that expense is paid by the people who live there (such as through insurance premiums) or by everyone else who doesn't live there (via taxes). We shouldn't accept unfair increases in insurance premiums, but it's hard to tell what is really fair.",Public v Private,Concerned about the high costs of living in fire-prone areas and how these expenses are distributed between residents and taxpayers. Questioning what constitutes fair insurance premium increases.,7.887019634,6.564074039,Rebuilding costs accountability
1057,Economic recovery & small business support,Must be open and transparent process with competitive bidding.,Public v Private,Want to ensure economic recovery happens through transparent processes and fair competitive bidding for contracts and support.,10.83576679,0.880743623,None
1090,Wildfire prevention prioritization & accountability,Edison must underground power lines,Public v Private,Power lines need to be moved underground by Edison to prevent future fires.,13.29423904,1.198351145,Bury power lines
886,Wildfire prevention prioritization & accountability,"Kill all lawns. We must change the culture of turf lawns and instead normalize the use of California native plants. They save on water, are already adapted to the environment, provide wildfire resilience, and support local ecology. It is scientific fact that a diverse population thrives - therefore a more biodiverse environment is more resilient to threats. Yes - brush clearance is needed, but education and implementation of native landscapes comes hand-in-hand. In terms of accountability - hold the utility companies accountable. Do not let them get away with their negligence. They must pay.",Public v Private,"Native plants should replace lawns for fire resilience and water conservation. Utilities must be held accountable for fire prevention, while proper brush management and education remain essential.",9.469263077,3.763600826,Infrastructure maintenance accountability
542,Climate & community resilience,"Unfortunately, we are due for another one anytime.  
This is surely part of the reason insurance companies are fleeing the state.",Public v Private,"Worried about inevitable future fires and their impact on insurance availability in California, as companies abandon coverage due to increasing wildfire risks.",7.393503666,3.455034733,None
1014,Housing & rebuilding,"We've got to take care of our neighbors, especially the ones who had their insurance dropped in the months leading up to the fires with no good alternative. But for anyone who could get insurance and decided not to, knowing they were in a fire zone? They should be on the hook for that bad decision, not the rest of us.",Public v Private,"Insurance coverage is critical for fire zone residents - we should help those who lost coverage through no fault of their own, but not those who chose to go uninsured.",7.559322834,5.469967842,Rebuilding costs accountability
1041,Wildfire prevention prioritization & accountability,Privately owned utilities need to be held accountable.,Public v Private,Utilities companies must be held responsible for their role in wildfire prevention and safety.,8.51180172,2.360054731,Infrastructure maintenance accountability
679,Housing & rebuilding,I see prior comments on all these proposed regulations-  at what cost?,Public v Private,Concerned about the financial burden of new housing regulations and rebuilding requirements being proposed after the fire.,7.32854414,4.914263725,Rebuilding costs accountability
265,Prioritize recovery themes,We have to hold power companies accountable,Public v Private,Power companies must be held responsible for their role in wildfire prevention and safety.,8.333157539,2.389533281,Infrastructure maintenance accountability
1098,Prioritize recovery themes,"We must have a more robust infrastructure that includes a publicly funded Watch Duty, up to date water systems, a reliable Emergency Response System, an accountable public utility that takes a People First vs profits first POV (undergrounding power lines)",Public v Private,"We need stronger public infrastructure - Watch Duty funding, updated water systems, better emergency response, and utilities that prioritize safety over profits by undergrounding power lines.",8.659737587,1.419614077,Infrastructure maintenance accountability
901,Economic recovery & small business support,The free market can and will resolve personal and business financial and employment issues. Government should allow general liberty to work naturally.,Public v Private,Government intervention isn't needed - let the free market handle business recovery and employment naturally through individual liberty and choice.,10.26145554,0.3946172,None
419,Financial & legal assistance,"If insurance wants to do any business in the state, they need to provide fire insurance.  However,  if a utility causes the fire, then the utility needs to reimburse the insurance provider.",Public v Private,"Insurance companies operating in California should be required to provide fire coverage, but utilities should reimburse insurers when they're responsible for causing fires.",4.132704258,2.787351131,Insurance industry reform
450,Prioritize recovery themes,"I'm so sorry you have to deal with that. Truly, my heart is breaking for you. Though I would ask you investigate the actual reason you have lost your coverage. Start by reading about the fact that California does not allow insurers to raise premiums by more than x%. This sounds nice in theory, but in reality what happens is insurance companies are left with no choice but to cancel coverage, as it is not economically realistic for them to continue providing coverage in increasingly high fire-risk areas without raising premiums.",Public v Private,"Insurance companies are canceling coverage because California's premium increase caps make it financially impossible to insure high-risk fire areas, rather than simply raising rates to match risk.",2.71076107,4.283522606,Insurance industry reform
