PARTICIPANT_ID,VOTE_OPTION,VOTE,TARGET_NAME,_FIVETRAN_SYNCED,VOTE_NUMBER,CONSENSUS,COMMENT_ID,COMMENT_CONTENT,LIKE_COUNT,REPLY_COUNT,EVACUATION_ZONE,SUPPORT
1329582f-5516-431d-90f8-5bf069c7e30a,HOME_EMBER_PROTECTION,Strongly supportive,Mandatory home ember protection standards,2025-08-22 16:18:16.563 Z,7,0.8983,2597,Not sold on the idea that vegetation did not protect our standing home.,0,0,"Yes, in the Palisades fire evacuation zone",0.6797
a83a752f-137c-4e20-8551-62b05916eb4b,HOME_EMBER_PROTECTION,Supportive,Mandatory home ember protection standards,2025-08-22 16:18:16.572 Z,6,0.8983,,,,,No,0.6797
c4b5999d-abba-4bc9-8db0-4f59e272871d,HOME_EMBER_PROTECTION,Strongly supportive,Mandatory home ember protection standards,2025-08-22 16:18:16.568 Z,7,0.8983,2967,"I believe the majority of this is already part of the VHFHZ building code, save for the Zone 0 plant regulations. I know a lot of people in the community are against Zone 0, but I do think it's worth pushing forward on. No one wants this disaster to happen a second time.",0,0,"Yes, in the Palisades fire evacuation zone",0.6797
1ef33376-1bfe-4297-a2cb-0119d954365c,HOME_EMBER_PROTECTION,Supportive,Mandatory home ember protection standards,2025-08-22 16:18:16.573 Z,6,0.8983,3029,"Tax incentives for making these choices, yes.
Some of these listed (like windows) have significant costs associated, while some (like 1/8"" screens) are accessible.",0,0,"Yes, in the Eaton fire evacuation zone",0.6797
bc8538e3-16dd-4064-8a3c-a03e94dc1434,HOME_EMBER_PROTECTION,Strongly supportive,Mandatory home ember protection standards,2025-08-22 16:18:16.582 Z,7,0.8983,,,,,"Yes, in the Eaton fire evacuation zone",0.6797
13a864d3-900a-4fdb-9eb3-16e75301f500,HOME_EMBER_PROTECTION,Strongly supportive,Mandatory home ember protection standards,2025-08-22 16:18:16.583 Z,7,0.8983,3370,I strongly support these measures and would offer incentives for implementing.,0,0,"Yes, in the Eaton fire evacuation zone",0.6797
c0c6d567-43df-4aa4-a4e5-1c29e3edcb3b,HOME_EMBER_PROTECTION,Strongly supportive,Mandatory home ember protection standards,2025-08-22 16:18:16.576 Z,7,0.8983,,,,,No,0.6797
f0d5f4c2-866c-419d-b89c-3118cbb80622,HOME_EMBER_PROTECTION,Strongly supportive,Mandatory home ember protection standards,2025-08-22 16:18:16.582 Z,7,0.8983,,,,,"Yes, in the Eaton fire evacuation zone",0.6797
8610a2e8-3b0c-4d5b-b858-23a927c48f71,HOME_EMBER_PROTECTION,Somewhat supportive,Mandatory home ember protection standards,2025-08-22 16:18:16.565 Z,5,0.8983,,,,,"Yes, in the Palisades fire evacuation zone",0.6797
1841a79a-0a86-4932-8e04-260b2bd65e69,HOME_EMBER_PROTECTION,Neutral,Mandatory home ember protection standards,2025-08-22 16:18:16.583 Z,4,0.8983,,,,,"Yes, in the Eaton fire evacuation zone",0.6797
0ebcb735-8fe6-41ff-b969-5f1b2b315fe5,HOME_EMBER_PROTECTION,Strongly supportive,Mandatory home ember protection standards,2025-08-22 16:18:16.565 Z,7,0.8983,,,,,No,0.6797
1051ef6c-e065-480d-8468-392f14b28ec0,HOME_EMBER_PROTECTION,Somewhat supportive,Mandatory home ember protection standards,2025-08-22 16:18:16.586 Z,5,0.8983,3619,"It would be good to look at where necessary improvements are worthwhile but not over-do it too. May need to offer financial assistance if requiring on retrofits. Keeping space between houses, where possible, helps keep a defensible space.",0,0,No,0.6797
e8d14fa0-d092-4b1a-923d-b8970e153ad7,HOME_EMBER_PROTECTION,Supportive,Mandatory home ember protection standards,2025-08-22 16:18:16.578 Z,6,0.8983,3212,Add goats.,0,0,No,0.6797
5e4c13d7-774a-48aa-bd16-fb82a1c1556b,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.570 Z,7,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
0de6c02d-6aae-4611-9f25-03f667e82379,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.564 Z,7,0.9002,2668,"There is so much misinformation surrounding Zone Zero - education is imperative and again needs to be a priority, so homeowners are informed about options and necessity. How it can look beautiful, while being firesafe",0,0,"Yes, in the Palisades fire evacuation zone",0.674
6b2447cf-95c0-4657-811d-540c150ad4a1,FIRE_RESISTANT_GARDENS,Strongly opposed,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.557 Z,1,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
6db50144-55b4-4fcb-b1d2-7702b03930f5,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.567 Z,5,0.9002,2738,"Great idea but for us, our builder is handling this.",0,0,"Yes, in the Palisades fire evacuation zone",0.674
91cba6c1-b1e3-4dad-a85c-b2161ae47bf9,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.581 Z,4,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
55eaa344-bab6-4ced-ad9c-60c0ad1cd0f1,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.556 Z,6,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
65695db5-3a94-4539-b0d7-c64f9b731c8c,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.558 Z,4,0.9002,2446,The rules about landscaping having to be 5’ from the structure seem wrong. The only thing that remained on our lot was the landscaping - and it looked beautiful immediately after the fire. I do not think that’s what ignited anything,0,0,"Yes, in the Palisades fire evacuation zone",0.674
ac5c4098-b1ca-41a7-a63b-d9dd8aab3887,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.564 Z,5,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
e67ac37a-81ec-4c07-9193-718c6563e7a2,FIRE_RESISTANT_GARDENS,Somewhat opposed,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.583 Z,3,0.9002,3418,"I would prefer to see resources devoted to online links where these options are listed conclusively, are rated for fire effectiveness, including preferred growing conditions for various types of landscaping, etc., and promoting various resources already available for research, rather than putting public money into a physical garden that will likely not show every type of option available.",0,0,"Yes, in the Palisades fire evacuation zone",0.674
1ddf958e-83f6-47bb-9160-ca80346f755a,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.558 Z,5,0.9002,,,,,No,0.674
659eb1b6-3f7b-4426-bfe2-fef8de1e12f6,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.581 Z,6,0.9002,,,,,No,0.674
b51c260e-228a-451e-bf1e-e1444796fb26,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.577 Z,4,0.9002,3187,Our community already practices these standards and it didn't help,0,0,"Yes, in the Palisades fire evacuation zone",0.674
b75506ef-79d1-4173-9c0e-c990e369f5df,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.549 Z,4,0.9002,,,,,No,0.674
7e65557a-e66b-4f03-a99c-a1c0edf55499,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.570 Z,6,0.9002,,,,,No,0.674
c0c6d567-43df-4aa4-a4e5-1c29e3edcb3b,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.576 Z,5,0.9002,,,,,No,0.674
f1c067bd-8a8b-44ea-ba32-d48b6f2cf774,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.584 Z,4,0.9002,,,,,No,0.674
5d337a7c-2292-47dd-b563-6b49baee351c,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.582 Z,6,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
37fa49d1-1372-4d68-a51b-2a55d0a30e47,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.561 Z,6,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
14dbb45c-18eb-4596-9ed0-16e1eeb90b30,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.555 Z,6,0.9002,2281,Good idea but not a urgent priority,0,0,"Yes, in the Palisades fire evacuation zone",0.674
663506d7-cab6-4a30-8126-e35168636729,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.557 Z,7,0.9002,2422,"All public space and schools, etc., should be landscaped in this way and there should be incentives/support for landlords and homeowners who want to transition their landscaping.",0,0,No,0.674
803652a9-c82f-4902-b02e-9e7c0f3c8eb3,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.568 Z,5,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
c9c517ee-ffc5-4589-be6c-417d777696f9,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.569 Z,5,0.9002,,,,,No,0.674
9ca9adf1-657b-4c9d-9dbf-81a507dc3ce6,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.548 Z,7,0.9002,2044,This is a good idea.,0,0,No,0.674
a7443b31-93fa-46ba-9d86-b190cb46560d,FIRE_RESISTANT_GARDENS,Somewhat opposed,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.579 Z,3,0.9002,,,,,No,0.674
97c40a2e-ec68-4780-b0b9-b1a0b7194b40,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.568 Z,4,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
a83a752f-137c-4e20-8551-62b05916eb4b,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.572 Z,7,0.9002,,,,,No,0.674
4ac13de9-4767-4062-9f2c-37f31323b621,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.576 Z,7,0.9002,3297,Love it. I would suggest making at least some of those partial or full native landscape demonstration gardens.,0,0,"Yes, in the Eaton fire evacuation zone",0.674
13a864d3-900a-4fdb-9eb3-16e75301f500,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.583 Z,7,0.9002,3368,This is very important as landscaping can mean the difference between home ignition and not.,0,0,"Yes, in the Eaton fire evacuation zone",0.674
b7cb3d11-3ea0-4f80-b95a-1d90aeb65a5f,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.552 Z,6,0.9002,2192,"Yes, but change the stupid rule that no plants can be within 5 feet of a house. That is nonsense. It’s the TYPE of plants that matter. Not all are flammable.",0,0,"Yes, in the Eaton fire evacuation zone",0.674
e705fe6e-87ef-4be9-8049-6aeb9eed5131,FIRE_RESISTANT_GARDENS,Somewhat opposed,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.581 Z,3,0.9002,3287,Seems like a waste of time.  Info is already out there for those who want it,0,0,No,0.674
9d36f276-6179-43d9-a101-b7809ccf98cf,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.572 Z,5,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
0ebcb735-8fe6-41ff-b969-5f1b2b315fe5,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.565 Z,7,0.9002,,,,,No,0.674
e5fc50c3-c6f7-4ef5-b1ef-40ff572eaff0,FIRE_RESISTANT_GARDENS,Opposed,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.560 Z,2,0.9002,,,,,No,0.674
2bc5ba66-074b-4ee9-bc5f-97df6eebba80,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.553 Z,7,0.9002,2223,"Pre existing homes should have water tanks that capture water run off from roofs during storms and then have that be usable for landscaping water seems a critical step forward to me.  Additionally, why do we send all our rain water runoff into the ocean when it could be captured and reused?",0,0,"Yes, in the Palisades fire evacuation zone",0.674
b288de2e-8292-4b92-b651-4c436163748b,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.551 Z,7,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
14ef2753-ee2a-4289-af7a-5dca619d264a,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.555 Z,4,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
c25a5dfb-3522-494e-9a1f-d5f0e17d6a8a,FIRE_RESISTANT_GARDENS,Strongly opposed,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.571 Z,1,0.9002,2930,"Redundant, waste of time and resources.",0,0,"Yes, in the Palisades fire evacuation zone",0.674
bd637818-366a-4e93-955a-4ce9b2589d13,FIRE_RESISTANT_GARDENS,Somewhat opposed,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.583 Z,3,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
410b67a4-660e-4d8c-b566-36008648fba1,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.582 Z,5,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
c6388196-4ed0-46a2-93c0-c0c3844df68c,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.573 Z,6,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
38b609e6-fff1-4f77-913e-94e229af6b12,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.575 Z,5,0.9002,,,,,No,0.674
f3eb8ec9-0cad-4d92-a7af-dc2f7371fe2b,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.565 Z,5,0.9002,2674,"Consider this a global educational project (with website and maybe video q&a), not just something local.",1,0,No,0.674
1d4d8778-4fc3-43f6-ba84-592861a45579,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.549 Z,6,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
de4d3306-1fe0-44d5-9c4e-a88d6e5e6a0d,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.584 Z,6,0.9002,,,,,No,0.674
c06b8e93-45a8-41e1-bdff-507cb46394fc,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.555 Z,4,0.9002,2277,My grass remained after the fire. Not sure any garden on my street was an issue in the Palisades fire.,0,0,"Yes, in the Palisades fire evacuation zone",0.674
6b395679-2b6b-4839-9f2b-9039a29ae100,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.582 Z,6,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
03cbbc32-6c76-43bb-87db-e50dd932a7e8,FIRE_RESISTANT_GARDENS,Opposed,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.570 Z,2,0.9002,2809,"Everyone (and I mean everyone) knows this already. Some may have willfully placed their head in sand, but they knew.",0,0,No,0.674
588af7c1-9449-4ad5-b8c7-ae5a725a47cd,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.575 Z,5,0.9002,3102,"As long as it's cheap to set this up, don't want to distract from more important rebuilding steps",0,0,"Yes, in the Eaton fire evacuation zone",0.674
6448d4b8-e814-469c-95e2-781a911c7e97,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.580 Z,5,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
5583bdac-3e60-4873-aa10-e3ba6fc0af33,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.563 Z,6,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
36ea9741-e6b1-4dfe-8036-ce3fc1e8d466,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.562 Z,7,0.9002,2622,"Ocean friendly while being fire friendly yards and gardens. definitely. We saw this effectively with the college and with Getty, but the average yard is vastly smaller than their properties so it's hard to conceptualize.

For commercial and apartment buildings too.",0,0,"Yes, in the Palisades fire evacuation zone",0.674
b9067b80-5f5a-48e7-b8d1-77c1179b63ae,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.573 Z,7,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
54a98afd-2c00-4b4e-a7a3-eaed19e97118,FIRE_RESISTANT_GARDENS,Strongly opposed,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.575 Z,1,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
91b4d016-1123-492e-b361-bc91a40037cb,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.561 Z,7,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
2d6f5ec9-2a3d-4d57-aded-f141ec4b5d89,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.553 Z,7,0.9002,,,,,No,0.674
d74af036-6b24-4999-87bc-73173c507597,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.564 Z,7,0.9002,,,,,No,0.674
7d2ca30d-200a-449d-a81b-83e757914e76,FIRE_RESISTANT_GARDENS,Strongly opposed,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.574 Z,1,0.9002,,,,,No,0.674
314abfe9-c22a-41a2-b40b-a691724e6b4b,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.579 Z,7,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
42e1ae56-e6c1-4fbd-a318-7ab029e1ea94,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.570 Z,6,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
6153bb5c-c055-4aa0-9a37-6191a40ee925,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.572 Z,4,0.9002,,,,,No,0.674
1c1824e6-94cc-426e-bb7c-88df2238dd5e,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.551 Z,5,0.9002,,,,,No,0.674
38fa6690-1207-4c01-9d38-d408d09f15dd,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.560 Z,4,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
833bf9d6-bab1-4030-939d-1a500309d4be,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.575 Z,5,0.9002,,,,,No,0.674
7944f6bb-e676-42ec-a3f5-68c1aba24966,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.570 Z,4,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
fe9e1175-54b8-4922-803d-6deb51092cf4,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.570 Z,7,0.9002,2879,Mandate & monitor implementation of fire resistant landscape,0,0,"Yes, in the Palisades fire evacuation zone",0.674
2c399390-cfd4-42fe-8103-42e1ca86f175,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.567 Z,7,0.9002,2741,Go further: mandate that all new landscaping needs to conform to fire-resistant and water-friendly practices. Set a new standard.,0,0,No,0.674
3db39718-96be-451d-9bba-653697aac84e,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.562 Z,6,0.9002,2567,Education with planting would be helpful,0,0,"Yes, in the Palisades fire evacuation zone",0.674
444b41d6-5f5d-4d0d-8d21-cf071b63d6ac,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.546 Z,6,0.9002,,,,,No,0.674
decbb990-92eb-47bf-b6ab-a3b0112486ce,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.548 Z,6,0.9002,,,,,No,0.674
9a34ed48-7045-41e6-a905-1966047abc40,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.583 Z,4,0.9002,3349,Rebates for homeowners who actually employ these practices on their properties would probably make more sense. Allow them to be the demonstration gardens.,0,0,"Yes, in the Eaton fire evacuation zone",0.674
50053842-76a7-437e-bcfa-c34c9bf090dc,FIRE_RESISTANT_GARDENS,Somewhat opposed,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.572 Z,3,0.9002,2963,"We been there done that.  Hundreds of books and websites on this already, a well-known topic.",0,0,No,0.674
8c975c9e-84c5-415f-9e61-10acd8817829,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.567 Z,6,0.9002,,,,,No,0.674
8610a2e8-3b0c-4d5b-b858-23a927c48f71,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.565 Z,4,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
ed7657ae-5938-43cb-bc5b-97cacd5104a0,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.557 Z,6,0.9002,2360,"I think this sounds like the least toxic (and hopefully it's non-toxic) method of fire-hardening, unless the plants recommended are more toxic than what would otherwise be used.",0,0,"Yes, in the Palisades fire evacuation zone",0.674
1ef33376-1bfe-4297-a2cb-0119d954365c,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.573 Z,4,0.9002,3027,There are better practices (look at Marshall Fire as an example with low-water garden templates and philanthropy supported garden starters),0,0,"Yes, in the Eaton fire evacuation zone",0.674
80527d03-bb0e-488a-be8c-8242df1e8b5d,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.563 Z,7,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
210e6f62-2d60-431b-97fb-b649fb14c223,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.574 Z,4,0.9002,,,,,No,0.674
763129bf-56f8-4d9b-b8de-55cad194bf6f,FIRE_RESISTANT_GARDENS,Opposed,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.565 Z,2,0.9002,2665,The houses need to be fire resistant first and foremost.,1,0,"Yes, in the Eaton fire evacuation zone",0.674
b149a9bc-c43c-47d6-a6d1-f4518cf3f426,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.552 Z,4,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
225fc856-6e98-43af-a798-af2487ba5a13,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.573 Z,4,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
0fcdc4cc-3f84-4047-b924-06f1012bb5f2,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.566 Z,6,0.9002,,,,,No,0.674
59f5156c-cdc5-4d78-9373-829a5c5b8189,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.557 Z,4,0.9002,,,,,No,0.674
1051ef6c-e065-480d-8468-392f14b28ec0,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.586 Z,6,0.9002,3618,"Yes this serves many purposes, but priority is putting people back into their homes and communities.",0,0,No,0.674
8479b0f9-841d-4124-b3ad-3c94da47c882,FIRE_RESISTANT_GARDENS,Supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.556 Z,6,0.9002,,,,,No,0.674
4e9b307e-2728-4c17-8411-6b66b8c40a3f,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.553 Z,4,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
d0772e52-0021-4220-a898-e59bcf554419,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.562 Z,7,0.9002,2574,Education and simple changes in landscape design will create safer environments,1,0,"Yes, in the Eaton fire evacuation zone",0.674
b3c120b2-fb71-45df-80eb-57b3c3e93200,FIRE_RESISTANT_GARDENS,Somewhat supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.559 Z,5,0.9002,,,,,"Yes, in the Eaton fire evacuation zone",0.674
f0278611-2dbe-4e9b-9fdb-df91f9bf3462,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.551 Z,7,0.9002,,,,,No,0.674
c97b198e-cab5-4bf7-8d17-9ae4f0f2ef77,FIRE_RESISTANT_GARDENS,Neutral,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.559 Z,4,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
1841a79a-0a86-4932-8e04-260b2bd65e69,FIRE_RESISTANT_GARDENS,Strongly supportive,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.583 Z,7,0.9002,3391,I think grass lawns should be BANNED in thirsty LA County,0,0,"Yes, in the Eaton fire evacuation zone",0.674
ea418c35-4e14-492a-ad16-b38240ebe22d,FIRE_RESISTANT_GARDENS,Opposed,Fire-resistant and water-friendly demonstration gardens,2025-08-22 16:18:16.568 Z,2,0.9002,,,,,"Yes, in the Palisades fire evacuation zone",0.674
